T,,#6464ff
P,False,26101,26109,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0B3C7708>
P,False,37671,37814,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,37815,37929,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,37930,38440,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,38557,38889,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,38890,38922,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,38923,39027,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39028,39088,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39089,39176,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39177,39221,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39222,39233,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39234,39255,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39371,39472,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39473,39499,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39500,39553,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,39554,40126,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40253,40456,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40457,40512,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40513,40570,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40571,40823,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40824,40918,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40918,40943,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40944,40962,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,40963,40998,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,41125,41164,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,41165,41228,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,41229,41311,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,41312,41894,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,41992,42092,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42093,42399,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42400,42437,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42438,42503,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42503,42532,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42533,42584,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42585,42637,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42637,42673,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42674,42702,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42703,42744,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42882,42944,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42945,42976,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,42977,43043,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,43044,43070,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,43071,43113,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,43114,43248,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,43249,43629,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,43756,43793,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,43794,43817,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,43820,43997,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,114624,114770,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,114871,114911,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,114912,114966,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,114967,114993,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,114994,115017,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,115718,115773,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,115775,115818,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,115819,115892,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,115976,116027,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,116028,116093,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,116094,116127,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,116128,116158,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118053,118105,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118106,118136,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118137,118158,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118159,118173,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118174,118235,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118236,118250,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118369,118446,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,118447,118548,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,120924,120995,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,121910,121935,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,121936,122064,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122065,122112,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122113,122253,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122254,122311,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122421,122533,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122534,122550,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122551,122672,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122673,122688,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,122689,122729,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,123504,123770,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,123771,123861,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,123989,124052,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,124053,124248,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,124249,124279,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,124280,124355,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,126377,126529,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,126530,126554,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,126555,126608,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,126609,126626,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,126627,126776,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,126890,126933,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,126934,127189,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,127190,127237,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,128810,128882,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,128883,129186,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,129284,129486,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,129487,129554,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130117,130206,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130207,130222,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130223,130286,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130287,130450,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130451,130477,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130478,130500,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130501,130566,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130638,130761,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130762,130829,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,130830,131062,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132142,132166,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132167,132198,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132199,132404,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132405,132496,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132497,132556,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132658,132704,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132706,132773,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132774,132844,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,132845,133120,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,133672,133794,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,138006,138080,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
P,False,138081,138158,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000024B0F349B08>
