T,,#6464ff
P,False,41368,41378,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000002279A6F9888>
P,False,60637,61142,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,61143,61414,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,61416,62369,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,62372,63166,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,63169,64178,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,64179,64545,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,64546,64693,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,64695,64870,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,64873,66563,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,66565,66951,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,66952,67193,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,67196,67698,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,67701,67853,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,67855,68289,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,68290,68843,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,68845,70022,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,70023,70118,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,70119,70385,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,70387,70483,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,70484,71302,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,71304,71692,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,71695,71928,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,71929,72066,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,72069,72499,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,72500,72746,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,72749,73258,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,73256,74899,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,74902,75576,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,75579,76600,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,76602,76782,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,76785,77302,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,77302,78659,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,78661,78945,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,78947,79495,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,79496,79623,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,79626,80779,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,80780,81319,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,81321,81731,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,81732,81920,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,81922,82219,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,82218,83272,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,83273,83460,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,83462,83724,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,83724,83865,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,83867,84519,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,84522,86237,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,86240,86919,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,86923,87229,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,87231,88897,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,88898,89379,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,89381,90566,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,90568,90856,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,90857,90909,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,90911,91186,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,91188,94372,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,94373,94435,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,94437,96572,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,96573,96750,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,96752,97342,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,97343,99919,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,99921,103329,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,103330,103444,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,103446,103494,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,103496,104557,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,104560,104922,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,104923,105931,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,105932,106300,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,106301,106632,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,106634,107096,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,107097,111135,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,111136,111762,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,111763,111894,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,111896,112445,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,112446,112781,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,112783,112966,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,112967,113229,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,113231,114705,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,114707,114934,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,114936,115215,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,115218,116699,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,116701,117636,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,117637,118514,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,118514,118877,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,118879,119090,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,119091,119298,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,119299,120897,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,120899,121608,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,121609,124946,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,124948,125053,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,125055,126046,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,126047,126287,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,126291,126490,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,126491,126614,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,126615,127122,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,127123,127328,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,127331,127441,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,127443,127639,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,127641,128142,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,128144,128284,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,128286,131528,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,131530,132156,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,132158,132384,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,132386,132540,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,132543,133284,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,133285,133446,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,133447,133683,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,133684,133756,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,133756,134007,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,134009,134048,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,134050,134338,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,134341,135081,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,135083,135666,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,135668,136130,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,136131,136201,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,136203,136688,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,136689,137081,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,137083,137389,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,137391,139132,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,139134,140680,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,140681,141080,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,141081,141342,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,141343,141515,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,141516,142112,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,142113,142302,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,142304,143392,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,143393,143673,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,143672,146041,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,146043,146253,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,146253,147408,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,147409,147596,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,147598,148184,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,148186,149120,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,149121,149455,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,149457,149643,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,149646,149832,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,149834,150131,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,150133,150443,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,150445,150951,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,150954,151339,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,151341,151651,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,151651,151763,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,151764,152387,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,152389,152452,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,152453,152624,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,152625,152927,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,152927,153702,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,153704,153896,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,153898,154036,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,154038,154446,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,154448,154603,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,154604,154782,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,154784,154896,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,154898,154995,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,154997,155117,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,155118,156161,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,156162,156293,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,156295,156499,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,156502,156809,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,156810,157099,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,157097,157731,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,157732,157956,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,157957,158061,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,158061,158521,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,158524,158698,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,158699,158843,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,158845,158999,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,159002,159633,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,159636,160148,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,160149,160356,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,160359,160541,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,160543,160691,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,160690,162023,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,162025,162333,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,162334,163763,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,163766,163891,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,163893,164270,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,164273,164551,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,164554,164875,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,164875,164918,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,164920,165247,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,165250,165322,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,165325,165452,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,165453,165534,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,165533,166569,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,166572,166733,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,166735,166811,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,166812,166879,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,166880,167711,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,167713,167843,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,167844,167991,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,167992,168160,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,168161,168219,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,168222,168450,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,168453,168544,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,168545,168877,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,168879,169421,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,169422,170856,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,170858,170975,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,170975,171214,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,171216,171346,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,171348,172036,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,172039,173018,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,173020,173090,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,173092,173214,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,173215,173529,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,173531,173656,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,173658,174165,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,174166,175063,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,175065,175402,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,175403,175709,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,175711,175973,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,175974,176445,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,176447,176707,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,176709,176869,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,176872,177815,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,177815,178497,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,178500,178678,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,178679,179504,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,179506,179899,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,179901,180642,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,180643,181616,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,181618,182384,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,182386,182493,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
P,False,182494,183400,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000227A0CF28C8>
