T,,#6464ff
P,False,41131,41133,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175CF479828>
P,False,115716,115776,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,115777,121246,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,121247,121323,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,121324,124983,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,124983,125126,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125127,125161,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125161,125216,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125217,125362,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125362,125448,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125449,125543,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125543,125616,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125615,125850,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125851,125916,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,125917,126068,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,126068,126190,stambling,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,126191,126309,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,126310,126443,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,126444,138907,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,138908,139006,stepping off of step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,139007,139079,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,139080,139152,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,139153,139248,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,139248,139317,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,139318,139570,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,139569,140683,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,140684,140755,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,140755,140841,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,140842,140876,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,140876,142087,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,142088,142202,bending,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,142201,142281,getting back up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,142282,143309,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,143310,143386,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,143386,143582,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,143584,145329,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,145330,145469,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,145470,146253,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,146255,147306,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,147308,147404,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,147405,147509,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,147510,147569,stepping down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,147570,148187,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,148188,148569,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,148571,148651,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,148653,149640,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,149641,149746,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,149746,150142,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,150143,150407,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,150408,150815,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,150816,150882,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,150883,151046,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,151047,151279,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,151281,151371,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,151373,151551,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,151552,151607,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,151606,151702,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,151701,152906,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,152907,152988,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,152990,153170,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153171,153270,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153271,153300,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153301,153473,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153475,153579,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153580,153668,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153668,153913,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153914,153961,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,153961,154042,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154044,154118,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154120,154173,stumbling,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154174,154218,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154219,154265,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154265,154363,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154364,154613,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154614,154653,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,154653,155241,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,155241,155293,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,155293,155333,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,155334,155398,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,155400,155775,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,155775,155932,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,155932,156034,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156035,156123,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156124,156181,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156182,156290,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156291,156363,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156364,156409,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156411,156498,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156500,156572,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,156574,158416,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,158417,158490,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,158490,158743,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,158742,158837,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,158837,158928,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,158928,159127,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,159128,159258,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,159259,159322,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,159323,160404,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,160405,160457,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,160458,160664,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,160664,160786,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,160787,160833,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,160833,160959,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,160959,162528,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,162529,162860,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,162860,162965,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,162966,163333,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,163334,163465,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,163465,163735,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,163736,163871,stepping/stumbling,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,163872,164158,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,164159,164195,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,164195,165963,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,165963,166458,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,166458,166544,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,166545,166607,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,166608,166720,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,166721,167577,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,167576,167682,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,167683,168392,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,168393,168439,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,168440,168764,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,168765,168831,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,168832,170424,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,170424,170988,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,170989,171060,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,171061,171217,stumbling,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,171218,171344,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,171345,172161,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,172162,172282,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,172281,173221,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,173221,173296,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,173297,173385,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,173386,173461,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,173462,174527,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,174528,174590,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,174591,174692,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,174693,174804,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,174805,174855,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,174856,174919,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,174917,174998,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,174999,175514,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,175515,175661,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,175662,176281,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,176280,176366,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,176367,176699,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,176700,176862,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,176862,177384,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,177385,177533,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,177534,177617,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,177617,178007,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,178007,178116,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,178117,178742,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,178743,178926,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,178927,179049,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,179050,179140,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,179141,179311,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,179312,180135,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,180136,180243,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,180244,180655,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,180656,180781,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,180782,180830,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,180830,180919,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,180920,180973,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,180974,181062,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181063,181133,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181134,181229,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181230,181372,steppng over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181373,181448,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181449,181507,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181508,181624,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181624,181683,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181684,181771,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181771,181870,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181871,181957,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,181958,182052,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182053,182144,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182145,182177,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182178,182292,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182293,182355,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182356,182464,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182465,182578,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182579,182690,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182691,182719,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182720,182808,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182809,182919,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,182920,183020,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,183021,183135,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,183135,183439,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,183440,183700,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
P,False,183700,183942,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31908>
T,,#6464ff
P,False,43686,43759,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44182,44211,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44213,44286,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44287,44308,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44309,44414,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44415,44491,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44492,44556,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44557,44602,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44603,44957,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,44957,44979,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,47844,47887,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,47888,47971,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,48169,48208,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,48209,48263,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,49611,49833,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,49834,49865,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,49866,49971,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,49972,50091,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,50092,50160,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,50161,50183,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,50184,50453,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,50582,50662,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,50663,50693,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,50694,51016,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51017,51043,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51044,51060,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51061,51102,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51103,51143,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51144,51157,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51157,51250,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51250,51410,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,51577,52035,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52035,52065,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52065,52154,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52155,52198,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52198,52214,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52215,52379,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52537,52652,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52652,52690,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
