T,,#6464ff
P,False,41368,41378,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B6E7B2988>
P,False,54267,54300,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,54490,55343,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,55489,55787,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,55788,55976,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,55977,56122,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,56123,56344,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,56450,56904,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,57295,57632,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,57633,57783,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,57784,57862,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,57863,57962,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,57963,58017,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,58018,58068,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,58069,58310,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,60023,60286,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,60347,60517,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,62573,63007,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,64871,66550,wrist is resting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,72735,72789,"putting the arms crossed on the chest
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,72791,75464,"arms crossed on the chest
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,75466,75537,putting arms down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,80102,81946,"writing  (dominant hand)
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,140684,140711,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,140712,140755,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,145470,146252,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,151047,151103,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,151104,151142,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,151143,151213,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,151214,151245,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,151246,151279,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,151373,151551,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,152993,153036,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,153037,153070,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,153071,153138,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,153139,153170,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,153302,153473,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,153980,154042,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,158491,158743,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,158930,159127,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,162529,162727,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,162728,162792,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,162793,162861,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,162966,163073,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,163074,163114,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,163115,163156,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,163157,163333,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,165970,166088,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,166089,166220,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,166221,166271,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,166272,166367,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,166368,166485,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,166781,167575,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,170462,170743,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,170744,170986,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,171355,172160,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,174715,174756,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,174757,174806,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,175028,175512,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,175662,175732,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,175733,175903,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,175904,176281,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
P,False,176700,176874,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B74EF78C8>
T,,#6464ff
P,False,53516,53602,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,54267,54302,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,56228,56342,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,58018,58067,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,151104,151213,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,151373,151445,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,166272,166367,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,170744,170986,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
P,False,175732,175902,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x0000017B75101148>
