T,,#6464ff
P,False,64043,64044,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489117668>
P,False,180911,181252,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,181252,181447,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,181448,181572,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,181573,181616,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,181617,182764,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,182765,183065,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,183066,183138,turning,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,183139,183536,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,183537,183693,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,183694,183766,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,183766,183875,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,183875,183952,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,183953,185174,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,185175,185537,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,185538,185599,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,185600,185994,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,185994,186116,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,186116,186266,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,186267,186392,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,186392,186530,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,186531,187340,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,187341,187684,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,187685,187778,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,187778,187869,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,187869,188309,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,188309,188491,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,188491,188648,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,188648,188676,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,188677,188751,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,188752,189159,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,189159,189461,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,189461,189568,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,189567,189594,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,189595,189708,steppig over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,189708,189770,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,189771,189875,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,189876,190184,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,190185,190268,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,190268,190511,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,190512,190562,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,190563,190826,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,190826,190948,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,190949,190999,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,190999,191114,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191114,191176,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191176,191271,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191272,191315,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191316,191425,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191426,191448,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191449,191599,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191600,191629,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191630,191762,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191763,191886,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191887,191949,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,191950,192066,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192067,192181,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192182,192247,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192247,192388,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192387,192512,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192511,192563,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192563,192683,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192682,192710,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192710,192806,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192807,192884,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,192885,193003,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193004,193043,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193044,193145,stepping over a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193146,193204,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193205,193355,stepping off a step,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193356,193390,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193391,193559,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193560,193590,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193590,193700,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193701,193887,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,193888,194041,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,194040,194087,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,194087,194246,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,194247,194321,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,194321,194428,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
P,False,194429,194499,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48080F898>
T,,#6464ff
P,False,65023,65113,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,65114,65146,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,65146,65158,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,65475,65636,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,65636,65702,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,65764,65833,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,77609,77871,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,77872,77885,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,77886,78032,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,78033,78414,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,78415,78857,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,78940,79031,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,79031,79050,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,79051,79269,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,79269,79723,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,79723,80153,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,80236,80258,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,80259,80401,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,80402,80598,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,80598,81099,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,81099,81156,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,81156,81256,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,81256,81313,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,81314,81331,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,81331,81552,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,81636,81938,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,81939,82401,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,82402,82712,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,82713,82754,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,82755,82775,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,82776,82809,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,82809,82896,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,82897,82922,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,82998,83018,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,83018,83070,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,83071,83156,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,83157,83299,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,83300,83369,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,83369,83408,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,83407,83835,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,83834,84078,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84078,84106,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84107,84205,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84290,84385,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84386,84485,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84486,84521,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84521,84544,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84544,84589,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84590,84611,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84612,84657,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84657,84681,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,84682,84845,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,85685,85805,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,85806,85946,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,86480,86529,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,86737,86997,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,113624,113745,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,113746,113862,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,163296,163489,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,168040,168142,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,168143,168199,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,168795,168879,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,168880,168959,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,169319,169395,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,169396,169410,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,169411,169479,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,169479,169514,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,169581,169649,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,169650,169676,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,169677,169726,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,170645,170665,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,170665,170804,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,170804,170817,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,170877,171067,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,172557,172567,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,172568,172632,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,172632,172751,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,172831,172949,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,172950,173007,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,172975,173006,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,175156,175199,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,175200,175265,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,175266,175325,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,175325,175390,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,175492,175549,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,175549,175731,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180522,180570,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180569,180655,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180656,180683,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180684,180746,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180747,180769,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180769,180823,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180824,180838,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180911,180953,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180954,180979,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,180979,181252,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,182766,182823,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,182824,182846,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,182846,182877,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,182878,182901,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,182902,182931,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,182932,182948,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,182949,183065,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,183139,183271,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,183271,183297,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,183298,183417,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,183418,183468,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,183467,183537,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185174,185275,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185275,185352,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185353,185424,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185424,185490,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185491,185511,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185513,185538,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185602,185895,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,185895,185994,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,187341,187431,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,187432,187570,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,187571,187628,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,187629,187684,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,187869,187982,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,187984,188002,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188003,188053,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188053,188065,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188064,188108,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188109,188200,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188201,188308,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188752,188840,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188841,188895,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188895,188956,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,188957,189020,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,189021,189068,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,189069,189095,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,189096,189118,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,189119,189159,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,189461,189568,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,193888,194038,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,194088,194204,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,194205,194220,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
P,False,194221,194247,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48912C978>
T,,#6464ff
P,False,70396,74029,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
P,False,74131,74179,,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
P,False,77961,78577,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
P,False,79210,79870,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
P,False,80502,81200,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
P,False,81930,82597,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
P,False,83279,83945,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
P,False,85807,86448,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489122FD0>
T,,#6464ff
P,False,72717,72981,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,74033,74066,1?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,74282,74333,1?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,85292,85578,right hand is hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,86583,86835,right hand is hidden,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,89160,89273,moving hands up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,89797,90162,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
