T,,#6464ff
P,False,28339,28349,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB31E3E08>
P,False,152007,152074,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,152076,152854,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,152855,152948,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,152949,153071,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153072,153161,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153162,153226,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153227,153340,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153341,153398,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153399,153519,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153520,153595,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153596,153701,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153702,153779,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153780,153974,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,153975,154070,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154071,154168,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154169,154233,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154233,154353,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154354,154431,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154431,154537,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154538,154627,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154627,154734,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154735,154807,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154808,154967,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,154968,155110,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155111,155205,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155206,155288,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155289,155400,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155401,155436,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155437,155633,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155634,155748,"stepping over a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155749,155792,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155793,155881,"stepping off a step
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,155881,156226,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,156227,156353,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,156354,156450,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,156451,156783,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,156783,156984,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,156985,157100,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,157101,157167,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,157168,157242,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
P,False,157243,157657,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB30E40C8>
T,,#6464ff
P,False,51998,52072,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,52073,52133,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,90379,90470,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,90471,90514,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,90515,90536,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,90537,90570,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,95065,95127,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,95128,95173,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,95847,95913,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,95914,95937,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,95938,96013,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,96014,96096,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,113483,113999,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,114000,114419,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,114420,114444,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,114445,114484,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,114603,114784,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,114785,114812,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,114813,115024,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,115025,115458,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,115590,115860,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,115861,115990,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,115991,116263,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116264,116296,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116297,116321,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116322,116386,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116387,116450,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116451,116517,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116518,116541,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116676,116728,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116729,116780,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116781,116907,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116908,116939,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,116940,117181,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,117182,117213,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,117214,117257,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,117258,117309,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,117310,117556,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,117732,117766,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,117767,117810,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,117811,118043,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118044,118189,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118190,118217,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118218,118289,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118290,118357,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118358,118473,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118474,118494,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118495,118560,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118561,118600,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118759,118787,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118788,118819,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118820,118913,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118914,118971,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,118972,119180,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,119181,119208,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,119209,119572,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,119710,119972,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,119973,120043,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120044,120192,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120193,120297,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120298,120319,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120320,120361,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120362,120407,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120408,120441,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120441,120476,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,120477,120583,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121222,121244,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121245,121276,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121277,121303,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121482,121548,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121549,121792,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121793,121886,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121887,121908,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121909,121935,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,121936,122126,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,122295,122409,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,123142,123180,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,123181,123235,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,123236,123306,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,123306,123325,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,123326,123444,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,127195,127253,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,127254,127417,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,127566,127577,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,127578,127682,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,128147,128269,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,128536,128674,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,128782,128976,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,133076,133121,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,133122,133153,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,133154,133211,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,133212,133239,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,133340,133507,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,136368,136420,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,136421,136449,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,136450,136490,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,136491,136619,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,136840,136864,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,136865,136901,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,136902,137034,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,137035,137060,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,137061,137116,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,141049,141373,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,141374,141401,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,141527,141768,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,141770,141803,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,141804,141892,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,141893,141928,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143381,143461,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143462,143512,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143513,143555,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143556,143622,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143623,143643,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143644,143675,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143676,143712,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143713,143757,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143758,143866,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,143990,144164,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,144165,144192,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,144193,144450,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146053,146171,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146172,146223,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146225,146370,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146371,146466,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146467,146493,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146494,146539,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146733,146794,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146795,146939,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,146940,147018,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,147019,147097,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,147098,147136,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,147137,147190,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,147191,147335,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,148822,148991,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,148992,149061,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149062,149096,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149097,149150,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149151,149237,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149238,149339,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149470,149551,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149552,149675,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149676,149792,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149793,149833,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149834,149911,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,149912,150092,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,150731,150803,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,150804,150940,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,150940,151053,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
P,False,151054,151152,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001ADB9B0E4C8>
