T,,#6464ff
P,False,24200,24201,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B6D8>
P,False,36708,36731,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,36732,36820,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,36821,36836,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,36836,36897,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,36898,36941,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,36942,36962,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,36963,36985,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,36994,37025,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37026,37058,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37059,37147,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37147,37203,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37204,37293,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37314,37386,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37387,37467,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37468,37637,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37637,37789,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37790,37834,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37835,37855,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,37856,38176,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,38176,38469,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,38470,38493,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,38494,38528,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,38686,38776,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,38777,38846,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,38847,38971,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,38972,39187,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,39187,39257,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,39258,39482,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,39605,39720,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,39720,39763,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,39764,39792,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,39793,39820,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,39821,40263,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,40264,40364,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,40365,40394,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,40543,40580,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,40582,41108,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,41109,41184,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,41445,41622,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,43103,43165,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,43249,55126,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,56665,56693,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,57145,57179,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,57604,57638,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,58016,58325,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,65416,65447,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,65456,65499,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,65500,65541,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,65731,65783,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,80041,80163,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,80595,80647,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,80685,80865,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,81084,81137,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,81138,81152,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,81153,81169,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,81170,81227,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,81228,81238,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,84243,84324,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,84666,84934,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,135682,135790,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,135791,135860,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,135913,135929,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,135930,136040,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,137726,137814,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,137815,137872,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,137973,138035,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,138036,138087,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,140547,140607,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,140608,140657,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,140658,140682,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,140783,140807,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,140808,140856,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,140857,140929,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,145428,145547,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,145548,145617,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,145618,145750,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,145877,145935,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,145937,146140,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,146141,146185,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,149994,150056,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150057,150140,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150141,150199,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150201,150233,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150234,150276,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150277,150488,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150615,150684,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150686,150777,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150778,150818,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150819,150917,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,150918,150951,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,155461,155493,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,155494,155807,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,155942,156045,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
P,False,156046,156372,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF4824B748>
T,,#6464ff
P,False,36836,36897,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,36940,36993,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,37026,37057,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,43248,55126,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,56665,56693,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,57604,57637,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,65416,65448,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,65731,65782,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,80040,80163,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,80595,80648,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,137726,137814,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,149994,150056,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,150141,150488,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,150615,150918,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
P,False,155942,156045,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF482607F0>
T,,#6464ff
P,False,31025,31312,clapping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,63664,63739,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,63795,65213,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,85786,89229,"arms crossed on the chest
",#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,98072,101306,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,102040,103623,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,103652,105215,arms crossed on chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,114119,117480,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,119620,124378,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
P,False,124562,124752,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CF48267588>
T,,#6464ff
